start,end,weight
19068,19680,1
5027,5897,1
6121,5867,1
6059,7403,3
8079,7402,2
11771,11952,2
1812,1589,1
11804,11563,10
16947,16682,1
14124,13979,1
3094,2814,8
7907,7699,3
6753,6752,21
11648,11190,1
22798,22680,1
13151,12715,1
16309,15931,3
14783,14781,4
6765,7402,8
2187,1921,1
12057,12055,2
17314,17260,2
17675,17675,1
5614,5612,10
7989,8443,1
11913,11478,22
15931,15648,1
1429,1207,1
4588,5099,1
6447,6172,2
6764,7271,11
6161,7403,18
5900,5784,1
6476,6517,3
9752,9991,1
15142,14641,1
7760,7616,2
17469,17295,1
8083,7403,10
7415,7414,61
4761,4492,1
7084,7271,21
6070,6653,1
14776,14625,1
9014,9012,1
13216,12778,1
7733,7403,3
5902,5490,1
6954,7403,10
7591,7398,4
5952,5650,1
6951,7402,5
11906,11473,2
10194,10027,2
19526,19408,1
12807,12804,8
7085,7403,9
7406,7596,12
13106,12682,1
12044,11693,1
5802,6059,1
187,196,1
18177,17847,3
7739,7403,8
8443,9144,1
6060,5910,1
7583,7726,3
5730,5650,8
6643,7402,3
1784,3278,1
3509,3095,5
16223,16036,1
6953,7402,4
3260,3582,1
6764,7402,4
5333,5049,12
7271,7402,7
12426,12821,20
10205,9783,4
13538,12936,2
7087,6767,10
21534,21536,1
13027,12785,1
8411,8408,15
10649,10906,12
9813,10918,1
17478,17240,1
7741,7403,5
14360,13971,19
9111,9949,1
12998,13186,3
17853,17680,2
4207,3997,3
1103,1047,1
11049,11046,6
17675,17463,10
7736,7402,20
8116,7863,1
13331,12821,4
13217,12784,2
14538,15186,1
11909,11477,35
8740,8740,2
17854,17681,1
18377,18230,4
10591,11485,13
6773,7092,18
10187,10014,3
6803,6995,1
11737,11054,2
20589,20391,14
8195,9121,1
6432,7402,2
11727,11478,4
7067,7067,1
7088,7088,7
8080,7402,1
17441,17202,17
6466,5997,4
1782,1635,1
8082,8609,1
7083,7402,12
14174,15902,1
3921,3857,1
7407,7596,3
15928,15925,1
6432,7403,2
7401,7403,11
7737,7595,4
6643,7403,16
7741,7596,2
2992,2817,2
15851,15683,7
17135,16984,1
10314,11190,8
183,183,1
6477,6095,2
10987,11173,2
8102,7762,2
4457,4822,1
12140,11485,3
14995,14628,1
12927,12856,1
16972,17121,25
7599,7403,11
11480,11478,16
6861,6860,1
7592,7402,1
19939,19976,1
13685,13683,2
6955,7403,1
6952,7403,5
7082,8080,1
13216,12776,4
19463,19400,1
20182,20095,1
18349,18680,1
7592,7403,2
6764,7403,7
7773,8115,8
7735,7402,3
7938,7401,1
7084,7947,1
16321,16069,1
5911,7403,4
8461,8853,1
6643,6432,1
15931,15651,1
7401,7402,8
12799,12797,5
13234,12799,11
21872,21870,2
13081,12840,7
15801,15515,1
12349,11958,1
7598,7403,5
6417,6420,1
5307,4916,3
6763,7403,10
7734,7403,1
11622,11620,29
7103,7104,1
14359,13971,8
7950,7403,4
7762,7969,1
20843,20762,1
13037,12790,12
7065,7386,7
11477,11477,17
10181,10005,1
13460,13625,1
6771,7281,44
13591,13177,5
7592,7401,3
12647,12816,1
6642,7403,1
18144,18075,1
6643,7271,9
8218,8167,1
7409,7276,14
7742,7403,5
18631,18168,2
5593,5596,1
16695,16471,1
7393,7071,3
6156,5909,1
9810,10463,1
7441,8521,2
7949,7403,2
1505,1375,1
3812,3903,3
10494,11120,1
12057,11630,1
5102,4892,1
8316,8128,2
7948,7403,2
10911,10666,1
5711,5588,5
7596,7403,3
3371,2988,2
14722,14575,2
7263,7260,2
8398,8080,11
6119,6376,1
8039,7699,1
87,111,1
12020,11590,13
22333,22289,1
3775,3549,1
18397,18806,2
20368,20285,2
3299,3020,5
15047,14908,3
12388,12387,6
11908,11477,33
7426,8776,1
7739,7402,8
6952,7402,1
7734,8393,1
8624,8768,2
10291,10535,1
20483,20366,1
1925,1933,1
10808,11615,9
5902,5901,1
7082,7403,22
7430,8104,1
3294,3014,1
4548,4546,1
6603,6398,7
7083,7403,27
12354,11783,1
7077,8075,2
14703,13954,1
1529,1447,1
7734,7401,4
408,611,2
7730,7402,1
3304,3306,5
18045,17976,1
15138,15003,1
6965,6445,2
14481,14261,5
11868,11630,1
7741,7402,2
22110,21880,3
8035,8034,11
6433,7403,6
7270,7403,5
205,177,1
15462,15732,1
10655,10232,1
20390,20086,2
9418,10019,1
6767,7276,13
7736,7401,7
9415,10017,2
7086,7087,3
4451,4732,2
7779,8443,1
7945,7402,13
14374,13983,8
13134,13552,1
7274,7087,8
4154,3951,2
13155,13160,1
16449,16352,1
2130,2132,1
7742,7402,2
14223,14379,2
4019,4020,1
7737,7401,2
10411,11485,1
7081,7403,4
6866,7402,1
7733,7402,2
10662,10071,2
11102,10466,1
5052,5050,5
7942,7402,3
11926,11499,11
6509,8089,1
2881,2962,2
8586,8931,1
9677,9819,2
7081,7402,9
10736,10311,2
7747,7605,2
20142,19837,7
8075,8393,18
4989,5104,1
7946,7402,4
11162,10807,5
13127,12936,5
8837,8836,3
10507,10687,4
13814,13966,1
4471,5049,4
16630,16492,1
12808,12805,5
6742,6412,5
8766,8408,24
11909,11909,5
4727,4356,17
16657,16331,1
13106,13525,9
14501,14904,1
5863,6117,1
5028,5307,2
6312,6152,1
2309,1993,1
9184,8832,2
19492,19360,1
20506,20220,2
13122,12936,15
13485,12799,15
5870,6019,1
7512,7644,4
14776,14407,8
9322,8976,1
15089,14955,2
13546,12936,5
17444,17660,3
9362,9171,2
11973,12361,1
7403,8080,18
21874,21933,1
6558,7860,1
8317,7993,5
8771,8971,1
7744,7280,2
16588,16446,1
8396,8077,3
8237,9274,1
7273,7403,6
7343,7022,2
10737,10734,1
10942,10496,7
19120,18692,1
7715,7378,19
6063,7276,3
8463,8002,1
12644,12816,4
10652,10652,7
18893,18634,7
10707,11691,17
20079,19851,3
7232,7043,6
7071,7258,5
4438,4438,2
11933,11501,1
17988,17990,2
12723,13159,3
14923,14476,2
19482,19648,6
6326,7276,3
7085,7088,2
7112,6984,1
5895,5894,2
17142,17238,1
7092,7088,1
6146,5596,1
11827,11583,9
10103,10365,2
20898,20718,38
12023,11590,16
7272,7403,2
7063,6745,1
5864,5699,1
12721,13159,10
18487,18420,4
15410,15675,10
7407,7403,1
1239,1371,2
10058,9809,2
8623,8093,1
5070,5238,20
6768,7276,23
15103,14604,4
17170,17067,14
2889,3353,1
7709,7374,1
13219,13028,2
13372,12694,2
13960,13582,5
19760,19588,1
2770,2552,4
19882,20405,1
10289,10533,3
11481,11478,7
10468,10791,1
19738,19735,2
10481,9816,2
17202,16948,14
16698,16374,1
16348,16444,1
16161,15908,1
1878,1520,1
12045,12830,1
20303,20095,5
3193,3015,1
7417,8413,1
12024,12634,2
11154,11600,18
15380,15378,3
8102,8421,40
4477,5057,3
13731,13411,2
1768,1695,1
16208,16100,1
11869,12055,3
11079,11078,3
3014,2911,1
11615,12044,7
192,206,2
1987,1787,6
5374,5097,1
2929,2548,1
13264,12840,40
15035,14684,1
22372,22371,1
527,473,1
18612,18521,1
13983,13434,2
13121,12689,2
22033,21887,1
2795,2715,1
11768,12732,1
15109,15409,1
14794,15142,1
14717,15369,1
11921,11493,7
5344,5233,3
16199,15955,3
19727,19472,1
7945,7595,1
20161,19851,3
10667,11115,3
1200,1371,1
7969,7762,1
6466,6185,6
6539,6711,1
16702,17666,1
7740,7402,2
9411,9062,2
20084,19927,1
12122,11655,1
7101,7104,2
10556,10735,1
9084,8733,3
11546,11545,6
7488,7644,5
7395,7265,23
7117,6872,1
3500,3743,4
18005,18004,1
11334,11083,3
5613,5327,1
13256,12896,6
7113,8521,5
11622,11625,1
6073,6173,2
5089,4790,3
17357,17202,3
13372,12936,19
14719,14189,1
8099,7615,2
8785,9129,44
14388,14230,1
6517,6476,1
17684,17473,1
14355,14201,33
13810,14347,2
20379,20285,13
21626,21488,1
7742,7598,1
9080,10034,25
7084,7402,4
18443,18468,1
8785,8784,3
13234,12396,1
15274,16331,1
11629,11437,1
7273,7740,1
10310,11441,1
919,841,1
4915,5023,1
5440,5374,1
1227,1776,1
7587,7393,11
13483,13234,1
12155,11504,1
16018,16150,1
14743,13980,4
21955,21952,2
19229,19285,1
14345,14196,2
6434,7403,2
3091,3593,10
544,486,3
2767,2766,1
5779,5589,8
7985,8438,2
1163,1221,1
17649,17571,1
2312,2732,1
4437,4357,1
17766,17579,1
6082,5997,2
12866,12849,1
15852,15687,1
11082,11531,15
6336,6179,2
8596,10045,1
7346,7541,1
745,717,1
19908,19842,2
12069,11637,2
8975,8776,1
17149,16991,1
17855,18001,23
20905,20840,2
14902,14689,1
10083,10674,2
17324,17067,3
9076,8725,1
12138,11478,7
8517,8247,1
1569,1515,1
18737,18420,10
6636,6547,2
12041,11417,1
11685,11795,1
17162,17261,2
16197,16832,2
4565,4356,3
6809,6366,1
8701,10601,1
7592,7265,18
15732,16014,1
10979,11615,8
6784,8631,1
9179,9518,1
17161,16907,1
7943,7401,3
18890,18634,5
10706,12039,2
5027,5896,2
9398,11047,2
1426,1340,1
13382,13136,2
22047,21888,2
15085,14950,1
16850,16953,1
15905,15905,1
7040,6727,3
8397,8080,5
8402,8079,1
12999,13186,2
5001,5279,1
5619,5336,1
5645,5943,4
14113,14112,1
13231,12791,9
10890,11530,2
11531,11333,3
17423,17182,9
15259,15528,1
3349,5065,2
17676,17463,1
8593,8384,1
8077,8080,3
2819,2992,5
6882,6812,1
11047,10596,1
19471,19470,2
13485,12805,2
4249,4031,1
19937,20095,3
7948,7402,1
10186,10007,3
12793,12792,8
9329,10254,1
11723,11908,7
7276,7088,18
8276,8404,6
13148,12734,1
17542,17241,1
15145,14877,8
112,111,1
12429,11852,3
3882,3688,1
10849,11485,3
6795,6471,2
15619,15359,2
2633,2319,1
15360,15043,1
12887,12861,2
11042,10588,12
13541,12936,28
21135,21326,3
16473,16232,2
15957,15956,12
9786,10035,12
12268,12060,1
6997,6804,3
1146,1514,1
7426,8421,30
13263,13262,2
6977,6829,1
6712,6539,7
10660,9948,1
13987,14372,1
14515,14418,1
3112,2901,1
8768,8413,2
20423,20171,3
6447,6447,1
6773,7281,12
8740,8596,1
10463,10906,9
7405,8081,5
4777,4676,1
17855,17681,1
14233,13627,1
15073,14727,2
4863,5494,1
13216,12611,1
1065,977,1
13252,12824,18
11513,12334,1
12196,12195,1
7715,7382,1
21293,21098,19
3618,3548,1
11936,11937,1
10170,11484,4
7595,7270,17
12394,12108,2
18990,18594,1
7200,7169,1
21879,21880,1
5578,5395,1
2348,2680,1
10807,10532,4
7112,6792,1
15114,15114,12
7697,7354,2
20074,19917,3
17452,17522,2
13116,12694,1
5284,5179,1
10398,10164,2
6152,6152,5
16474,16381,1
3116,3007,1
5918,7413,3
9113,9315,1
13460,14010,1
14728,14728,4
7738,7402,10
986,1606,1
13583,13412,2
549,583,1
3393,3582,1
10978,11615,2
14921,14710,1
8628,8772,4
7482,8019,3
9413,9061,2
12100,11905,1
18633,18805,1
14047,14655,1
15709,15320,1
7440,7630,1
12219,12621,15
12017,11590,30
11512,11515,8
10671,10254,4
6412,7378,1
7611,7421,9
15932,15642,3
6774,7092,19
6652,8094,1
6988,6835,2
10716,10291,1
9654,9797,1
12594,11980,1
21721,22286,1
7069,7068,2
21068,21135,1
2754,2755,2
20147,20146,3
3326,3323,2
12312,11681,1
12703,12312,2
5001,4900,2
13117,13119,2
7080,7402,2
5663,6568,1
12153,11933,1
11776,11531,11
12298,12298,1
1783,1787,1
9522,9729,2
1549,1908,4
9787,9436,3
8640,9129,9
7737,7403,7
4233,4014,3
13235,12799,22
3373,3278,2
3106,2822,6
18125,18011,1
13006,12755,11
3209,3309,1
6176,6175,1
7586,7727,4
17679,17680,3
22786,22761,1
8096,7749,1
7699,8038,1
9476,9129,31
11050,10599,5
20367,20485,7
5576,5464,2
4020,3726,1
6175,6177,1
14374,14377,3
11909,13127,1
13356,13527,2
10819,10564,1
10794,10262,3
8462,8852,1
19625,19902,2
17251,17480,1
6616,6408,4
8416,8971,1
3538,3306,2
11089,11338,2
15675,15677,1
11973,11786,4
11256,11620,2
2310,2180,2
13119,12936,22
15299,15119,6
13611,14598,1
8414,9465,1
13261,12835,13
9782,9781,10
15787,16015,2
18480,18640,3
17854,18001,13
23039,22972,1
13117,12930,5
8928,8373,2
5376,5102,6
8428,9129,2
20180,19933,2
6168,6438,1
10706,10524,5
15573,15306,1
4713,4426,5
5048,5218,1
8784,8781,6
14878,14802,1
9426,10027,1
12874,13527,4
20218,20285,1
4582,4495,4
7904,7358,1
20899,20718,21
9977,9743,1
7610,7414,17
10285,11615,1
15139,15004,3
14799,14433,1
19973,19851,1
2753,2679,2
20755,20755,2
8767,8624,7
10660,11800,2
13598,13428,4
6687,6488,2
9269,9062,2
13535,13117,2
2567,2781,5
14383,13994,1
15689,15297,1
13536,13117,1
6786,6869,5
9526,9204,3
7406,7947,1
4889,4691,4
7084,7405,11
11912,11478,24
17786,17680,12
10250,10249,11
17677,17463,3
4004,4218,1
6256,6176,1
13540,13128,1
10389,10388,1
6977,6786,2
1943,1600,3
5333,5053,3
5440,5097,1
8340,8152,1
17750,17559,2
3282,4106,1
3092,3368,1
7684,7345,1
14996,14629,14
14783,14629,7
7711,7567,1
5034,5494,11
5028,5596,1
7230,7043,19
12527,12310,2
2673,2638,1
8117,8304,4
14359,13594,1
10705,11691,19
10170,10169,5
6063,5917,2
19640,19469,1
12459,12457,6
12398,12399,3
5276,4997,1
12110,12629,6
19291,19108,2
6447,6654,1
7402,7081,16
7625,7766,1
13363,13121,3
19919,19851,10
8350,8187,4
7458,7458,2
11946,11765,1
2390,2202,2
20579,20285,12
16006,16039,2
13539,13541,1
16250,16249,1
383,425,1
21722,21719,4
5033,5494,9
12968,13157,1
15239,15796,1
12218,11579,1
14768,15975,1
16379,16473,4
7429,8777,2
5417,5291,1
10183,9410,1
2007,1872,3
8269,8080,13
11878,11637,1
2749,2536,1
3368,3093,2
12778,12214,1
8109,8427,10
8396,8080,8
5809,5512,1
20133,20716,1
12367,13448,8
17444,17357,2
11916,11484,6
21392,21098,11
14594,14368,4
8060,8246,1
7742,8083,3
8108,8427,4
10925,10667,1
1102,1047,1
21446,21719,1
14359,14201,14
19069,18755,1
20864,20766,3
16932,16827,7
20387,20220,5
20387,20171,21
13119,13117,2
20114,19685,2
2086,1959,3
12403,12628,29
11533,11536,4
17528,17129,1
14350,13593,1
13815,13593,1
22019,21874,1
15635,15515,2
14501,14324,1
3774,3618,1
9500,13252,1
10209,11080,2
8351,8034,1
7057,7057,6
17520,17490,1
14391,14390,4
7710,7561,15
17222,16700,3
10673,10253,8
580,486,5
8747,8392,1
12850,12273,4
8779,8631,12
13235,12795,1
22299,22409,5
16951,16949,2
22191,21987,1
3358,3819,1
7396,7729,13
3713,3709,1
3899,3867,1
2046,1959,5
5343,5921,2
15067,15369,8
7102,8421,3
2131,2070,1
261,392,1
15403,15097,2
7953,7407,1
1073,1937,1
5763,5674,1
7773,8521,25
11482,12310,4
7271,7084,8
7863,8307,1
22648,22707,1
12792,12790,14
1050,1234,1
21671,21326,1
21136,21326,7
19741,19572,1
10821,10156,3
20734,20502,1
11658,11461,1
7591,7402,1
7120,6874,1
2766,2549,1
22036,21981,1
3358,3086,7
18622,18620,3
14752,14597,10
20387,20086,41
21257,21139,1
11053,11493,22
15376,15927,21
12706,12536,1
11187,11190,10
4005,3709,8
19480,19648,2
2811,3593,12
15721,15601,4
18590,18447,1
6151,5899,1
10248,9677,1
7411,7858,2
5224,5337,4
7405,8080,7
12429,12826,43
3056,3327,4
11987,12196,12
2385,3593,8
6174,6336,6
7789,7490,1
10610,11316,2
7741,8080,4
20850,20683,1
9446,9300,1
20173,20172,2
2138,2033,1
7591,8393,2
7750,7748,2
21990,21888,1
3582,3168,1
7418,8095,2
11734,11495,1
11577,11380,4
10672,10249,4
12243,11600,7
19426,19359,1
5332,5055,2
2157,1958,1
2337,2535,3
7962,8283,1
1503,1376,1
10022,9627,1
4729,4357,8
18061,17875,1
10428,10354,2
14028,14026,2
3536,3306,1
17216,16966,2
903,841,1
22723,22671,1
8402,8404,1
11929,11500,8
5000,5280,3
7441,8115,1
8500,9204,1
12019,11590,20
10424,11500,15
4478,5230,2
15818,15647,5
10241,11557,1
2676,2546,2
11723,11477,29
11931,11500,4
15621,15505,1
20350,20260,1
8364,8042,3
7401,7270,15
17370,17121,20
5926,6448,1
4485,5065,12
2081,1872,3
6753,7071,5
12034,12820,20
1113,1023,1
7038,7043,1
7572,7381,5
8469,8140,1
15361,14898,2
12150,11929,2
19565,19465,1
17165,17067,23
15359,15225,2
22004,22007,6
8051,8050,30
1789,1717,6
3018,3015,1
2989,2592,1
6944,6423,1
9656,10640,1
3086,3082,3
3537,3306,4
13530,13926,1
12736,12734,6
4355,4004,2
17579,17354,1
8711,9766,1
12118,11654,1
7947,8080,3
14388,14387,4
18901,18902,7
7681,8489,1
12459,12459,3
3804,3801,2
1787,1908,8
16701,16966,1
5836,5835,2
11912,11289,2
7040,6733,2
14808,14883,2
20514,20391,2
14081,13958,1
4711,4426,1
7711,7709,2
13462,12781,2
7562,7374,5
8287,8097,5
7599,7949,3
2213,1929,1
11577,11580,2
15170,15186,2
2259,2070,1
10720,10810,1
11906,11477,75
7073,6752,17
12539,13145,1
8976,9120,4
13351,13521,1
9447,9302,11
7720,7508,11
9809,9809,5
13176,12746,3
13243,12808,5
7416,7281,3
7592,8075,2
10184,10014,1
11872,12901,1
8462,8853,2
10255,9828,8
3600,4106,4
8663,8662,2
11192,10815,1
1316,1221,1
14019,13862,2
10307,9519,1
8173,7517,1
12367,11984,3
15303,15428,3
19200,18755,1
13565,13147,2
8727,8375,4
12028,11600,21
17643,17413,4
11152,11600,20
5919,5811,4
13982,13607,1
2756,3306,1
6425,6424,1
4510,4692,4
14761,14761,4
22005,22007,5
679,766,1
14359,13823,1
11329,11080,5
5518,5347,4
6811,6682,1
5650,5433,1
10171,11485,3
7684,7347,3
7611,7420,40
18564,18420,5
13662,13885,1
15667,15402,2
8726,8725,2
14711,14564,3
13132,13130,4
4215,4004,1
16198,16084,6
197,222,1
8429,8298,1
6625,6420,1
5602,5493,7
17481,17393,1
4551,4596,1
17641,17965,1
6943,7071,6
13263,12840,5
15125,14773,5
10609,10430,1
7088,7276,28
20895,20718,2
7186,8124,2
11561,11236,1
19932,20088,1
8617,8761,6
7742,7949,7
2245,2202,2
15858,16457,1
4139,4731,1
7080,7080,8
19456,19093,4
13485,13234,1
14987,14774,1
3914,4063,1
7949,8269,1
9773,9421,60
12932,12689,5
12420,11603,1
7120,7776,1
13582,13411,4
5793,5494,17
9974,10382,1
3575,3254,1
16906,17000,1
7972,8105,3
12793,12791,37
9467,9124,4
8366,8048,4
5912,5800,7
4860,5027,4
5350,5066,1
9092,8954,1
5005,5285,2
10481,10664,3
18284,18230,1
12118,11653,3
15722,16039,2
6985,6872,2
20174,19927,3
18401,18401,2
17527,17266,1
20463,20537,1
7271,7403,6
12697,11909,2
15446,15320,1
7081,8269,1
13080,12840,1
7053,7052,40
8813,8812,4
20740,20766,1
20470,20250,4
8083,8269,3
5919,5723,3
7980,8521,2
15589,16706,1
7613,7420,1
14366,13594,1
2114,2250,3
4451,4450,6
12397,12011,3
18383,18162,1
8535,9030,1
10720,11173,5
14594,13980,3
8396,8269,2
18192,18129,3
9374,9728,3
11186,11190,1
7612,7420,15
505,404,1
13133,12701,5
17170,17167,1
11864,12835,1
15114,14977,7
5685,5369,3
2937,2781,4
9658,9447,1
4218,4218,7
17476,17238,4
16890,16889,1
1943,1942,3
13132,12939,1
17446,17515,1
13184,13183,3
6643,8954,1
1786,2202,1
9779,9073,2
11704,11190,4
22187,21981,1
1216,1446,2
13197,13607,2
5049,5333,4
7104,6786,13
7457,7458,5
7021,7500,1
16844,16683,4
14799,14800,1
12421,12420,2
4497,4045,1
22889,22866,2
8187,8219,1
22719,22671,8
5617,5337,3
8388,8741,5
7738,7270,17
11166,10532,1
3511,3429,3
12437,13259,1
12680,12480,1
19100,19280,1
11867,11621,4
7746,7955,4
19796,19474,1
16642,16807,1
12337,11941,4
13037,13226,2
3036,2927,2
2766,2550,8
8085,8083,6
12057,11622,2
10036,9432,7
9822,9536,1
12945,12703,2
6083,6226,1
20567,20573,2
4219,4218,7
4526,5493,3
9475,9129,7
13965,13968,1
2499,2573,2
6459,6557,1
13545,12936,12
9134,9140,3
6185,6464,1
5610,5612,10
10410,11485,4
8400,8080,7
12426,12423,2
5557,5385,2
22147,21987,4
20582,20391,1
20581,20285,8
7736,8076,2
6603,6726,2
14423,14267,2
7862,8118,3
7275,7087,9
7364,7703,1
20885,20884,1
4211,4000,1
10532,10807,4
13548,12936,34
4249,5065,8
3778,4351,1
14009,13457,3
22423,22340,1
4875,5068,2
16469,16117,2
8088,8404,3
6450,6448,1
10735,10315,1
5307,5306,12
3766,3535,1
10640,10219,19
8395,8602,1
7003,6488,2
9844,9703,1
15834,15956,11
8773,8630,49
4629,4446,1
10213,10047,1
16217,16356,1
6731,6398,6
9486,9139,3
21015,20980,1
10395,10830,4
15333,15457,2
5096,5097,3
7747,8089,23
12118,11453,2
12306,12940,2
9154,9581,1
13231,13229,9
14264,14033,4
9757,10175,2
7774,8521,7
6958,7276,2
8605,8269,5
3513,4189,4
3303,3306,3
7292,7423,1
13,39,1
8399,8080,6
13373,13132,1
4026,3955,1
18626,18538,1
18346,18505,1
7599,7406,1
8627,8771,1
23048,22971,1
17215,17214,5
15691,15569,1
15420,15114,20
3866,5493,1
11735,11488,3
20197,19902,3
14978,15288,1
13976,13594,2
5107,5383,1
7413,7746,3
4999,4997,1
8427,8295,2
1469,1189,1
12065,12061,1
11905,11478,4
22664,22671,1
10144,10739,1
8791,9139,2
16665,16669,1
12512,12679,2
6156,5910,1
1727,1595,4
13129,12936,22
7075,6943,3
8052,8050,9
20160,19917,11
22666,22671,1
11622,11621,13
4368,4822,1
21024,20718,6
7053,7238,3
13155,12715,5
8980,9124,7
19989,19680,1
16747,16590,1
7038,7227,1
11611,11691,12
7715,7574,1
7978,7768,1
5222,5219,1
20442,20220,1
14943,14730,5
3996,4430,2
16010,15783,7
9453,8753,1
13115,12856,1
18732,18482,1
12306,12142,1
12353,12351,2
10246,10244,11
1442,1521,2
9104,8970,1
18985,18712,2
12156,11931,2
18215,18332,1
753,752,1
12188,12361,1
15643,15931,23
18856,18514,5
5044,5800,1
7053,6738,1
11737,11493,5
16199,16084,1
13290,12856,1
5627,5625,3
12041,12826,13
1943,1872,1
10706,11413,1
3736,3350,1
17844,17596,1
13174,12345,1
13040,13228,3
8738,8741,2
13363,12936,18
14707,14475,2
13332,14131,1
10389,9889,3
6580,6280,1
11579,11376,1
10610,11064,2
